travelCode,userCode,name,place,days,price,total,date,year,month,day
120808,1197,Hotel BD,Natal (RN),3,242.88,728.64,2021-09-23,2021,9,23
120810,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-10-07,2021,10,7
120817,1197,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-11-25,2021,11,25
120824,1197,Hotel BD,Natal (RN),4,242.88,971.52,2022-01-13,2022,1,13
120825,1197,Hotel K,Salvador (BH),1,263.41,263.41,2022-01-20,2022,1,20
120827,1197,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-02-03,2022,2,3
120832,1197,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-03-10,2022,3,10
120833,1197,Hotel BD,Natal (RN),4,242.88,971.52,2022-03-17,2022,3,17
120835,1197,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-03-31,2022,3,31
120837,1197,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-04-14,2022,4,14
120838,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-04-21,2022,4,21
120839,1197,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-04-28,2022,4,28
120840,1197,Hotel BD,Natal (RN),2,242.88,485.76,2022-05-05,2022,5,5
120844,1197,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-06-02,2022,6,2
120845,1197,Hotel K,Salvador (BH),4,263.41,1053.64,2022-06-09,2022,6,9
120847,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-06-23,2022,6,23
120852,1197,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-07-28,2022,7,28
120853,1197,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-08-04,2022,8,4
120856,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-08-25,2022,8,25
120858,1197,Hotel BD,Natal (RN),2,242.88,485.76,2022-09-08,2022,9,8
120864,1197,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-10-20,2022,10,20
120866,1197,Hotel AU,Recife (PE),1,312.83,312.83,2022-11-03,2022,11,3
120874,1197,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-12-29,2022,12,29
120875,1197,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-01-05,2023,1,5
120876,1197,Hotel K,Salvador (BH),4,263.41,1053.64,2023-01-12,2023,1,12
120877,1197,Hotel AU,Recife (PE),3,312.83,938.49,2023-01-19,2023,1,19
120882,1197,Hotel Z,Aracaju (SE),2,208.04,416.08,2023-02-23,2023,2,23
120888,1198,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-10-24,2019,10,24
120889,1198,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-31,2019,10,31
120895,1198,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-12-12,2019,12,12
120899,1198,Hotel K,Salvador (BH),3,263.41,790.23,2020-01-09,2020,1,9
120902,1198,Hotel BD,Natal (RN),2,242.88,485.76,2020-01-30,2020,1,30
120916,1198,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-05-07,2020,5,7
120922,1198,Hotel K,Salvador (BH),2,263.41,526.82,2020-06-18,2020,6,18
120924,1198,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-07-02,2020,7,2
120927,1198,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-07-23,2020,7,23
120929,1198,Hotel K,Salvador (BH),2,263.41,526.82,2020-08-06,2020,8,6
120932,1198,Hotel K,Salvador (BH),3,263.41,790.23,2020-08-27,2020,8,27
120934,1198,Hotel BD,Natal (RN),2,242.88,485.76,2020-09-10,2020,9,10
120938,1198,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-08,2020,10,8
120940,1198,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-10-22,2020,10,22
120944,1198,Hotel BD,Natal (RN),1,242.88,242.88,2020-11-19,2020,11,19
120946,1199,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-09-26,2019,9,26
120947,1199,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-10-03,2019,10,3
120948,1199,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-10,2019,10,10
120951,1199,Hotel BW,Campo Grande (MS),3,60.39,181.17,2019-10-31,2019,10,31
120954,1199,Hotel BD,Natal (RN),4,242.88,971.52,2019-11-21,2019,11,21
120957,1199,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-12-12,2019,12,12
120959,1199,Hotel AU,Recife (PE),2,312.83,625.66,2019-12-26,2019,12,26
120963,1199,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-23,2020,1,23
120964,1199,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-30,2020,1,30
120967,1199,Hotel K,Salvador (BH),2,263.41,526.82,2020-02-20,2020,2,20
120973,1200,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-10-17,2019,10,17
120976,1200,Hotel BD,Natal (RN),1,242.88,242.88,2019-11-07,2019,11,7
120980,1200,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-05,2019,12,5
120985,1200,Hotel K,Salvador (BH),3,263.41,790.23,2020-01-09,2020,1,9
120988,1201,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-10-10,2019,10,10
120992,1201,Hotel K,Salvador (BH),3,263.41,790.23,2019-11-07,2019,11,7
120998,1201,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-12-19,2019,12,19
121002,1201,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-01-16,2020,1,16
121003,1201,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-23,2020,1,23
121005,1201,Hotel K,Salvador (BH),1,263.41,263.41,2020-02-06,2020,2,6
121006,1201,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-02-13,2020,2,13
121009,1201,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-03-05,2020,3,5
121012,1201,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-26,2020,3,26
121013,1201,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-02,2020,4,2
121016,1201,Hotel BD,Natal (RN),1,242.88,242.88,2020-04-23,2020,4,23
121018,1201,Hotel AU,Recife (PE),1,312.83,312.83,2020-05-07,2020,5,7
121020,1201,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-05-21,2020,5,21
121022,1201,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-06-04,2020,6,4
121024,1201,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-06-18,2020,6,18
121025,1201,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-06-25,2020,6,25
121031,1201,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-08-06,2020,8,6
121033,1201,Hotel BD,Natal (RN),4,242.88,971.52,2020-08-20,2020,8,20
121038,1201,Hotel K,Salvador (BH),2,263.41,526.82,2020-09-24,2020,9,24
121046,1201,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-11-19,2020,11,19
121050,1201,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-12-17,2020,12,17
121063,1201,Hotel K,Salvador (BH),2,263.41,526.82,2021-03-18,2021,3,18
121068,1201,Hotel K,Salvador (BH),1,263.41,263.41,2021-04-22,2021,4,22
121073,1201,Hotel AU,Recife (PE),1,312.83,312.83,2021-05-27,2021,5,27
121075,1201,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-06-10,2021,6,10
121079,1201,Hotel K,Salvador (BH),4,263.41,1053.64,2021-07-08,2021,7,8
121081,1201,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-07-22,2021,7,22
121082,1201,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-07-29,2021,7,29
121089,1201,Hotel BD,Natal (RN),1,242.88,242.88,2021-09-16,2021,9,16
121090,1201,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-09-23,2021,9,23
121094,1201,Hotel AU,Recife (PE),2,312.83,625.66,2021-10-21,2021,10,21
121095,1201,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-10-28,2021,10,28
121098,1201,Hotel AU,Recife (PE),4,312.83,1251.32,2021-11-18,2021,11,18
121106,1201,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-01-13,2022,1,13
121109,1201,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-02-03,2022,2,3
121118,1201,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-04-07,2022,4,7
121121,1201,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-04-28,2022,4,28
121122,1201,Hotel BD,Natal (RN),1,242.88,242.88,2022-05-05,2022,5,5
121125,1201,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-05-26,2022,5,26
121126,1201,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-06-02,2022,6,2
121140,1202,Hotel BW,Campo Grande (MS),3,60.39,181.17,2019-10-10,2019,10,10
121141,1202,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-17,2019,10,17
121142,1202,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-10-24,2019,10,24
121146,1202,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-11-21,2019,11,21
121149,1202,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-12-12,2019,12,12
121150,1202,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-12-19,2019,12,19
121151,1202,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-12-26,2019,12,26
121152,1202,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-01-02,2020,1,2
121155,1202,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-01-23,2020,1,23
121161,1202,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-03-05,2020,3,5
121162,1202,Hotel K,Salvador (BH),2,263.41,526.82,2020-03-12,2020,3,12
121163,1202,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-03-19,2020,3,19
121166,1202,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-04-09,2020,4,9
121172,1202,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-05-21,2020,5,21
121178,1202,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-07-02,2020,7,2
121179,1202,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-07-09,2020,7,9
121183,1202,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-08-06,2020,8,6
121189,1202,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-09-17,2020,9,17
121190,1202,Hotel BD,Natal (RN),4,242.88,971.52,2020-09-24,2020,9,24
121191,1202,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-10-01,2020,10,1
121193,1202,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-10-15,2020,10,15
121197,1202,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-11-12,2020,11,12
121199,1202,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-11-26,2020,11,26
121204,1202,Hotel AU,Recife (PE),1,312.83,312.83,2020-12-31,2020,12,31
121205,1202,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-01-07,2021,1,7
121208,1202,Hotel AU,Recife (PE),1,312.83,312.83,2021-01-28,2021,1,28
121212,1202,Hotel K,Salvador (BH),3,263.41,790.23,2021-02-25,2021,2,25
121213,1202,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-04,2021,3,4
121216,1202,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-03-25,2021,3,25
121217,1203,Hotel AU,Recife (PE),1,312.83,312.83,2019-09-26,2019,9,26
121218,1203,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-10-03,2019,10,3
121224,1203,Hotel BW,Campo Grande (MS),3,60.39,181.17,2019-11-14,2019,11,14
121226,1203,Hotel BD,Natal (RN),2,242.88,485.76,2019-11-28,2019,11,28
121227,1203,Hotel AU,Recife (PE),3,312.83,938.49,2019-12-05,2019,12,5
121228,1203,Hotel BD,Natal (RN),4,242.88,971.52,2019-12-12,2019,12,12
121232,1203,Hotel BD,Natal (RN),3,242.88,728.64,2020-01-09,2020,1,9
121234,1203,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-01-23,2020,1,23
121237,1203,Hotel BD,Natal (RN),2,242.88,485.76,2020-02-13,2020,2,13
121242,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-03-19,2020,3,19
121245,1203,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-04-09,2020,4,9
121250,1203,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-14,2020,5,14
121259,1203,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-16,2020,7,16
121261,1203,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-07-30,2020,7,30
121264,1203,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-08-20,2020,8,20
121265,1203,Hotel K,Salvador (BH),4,263.41,1053.64,2020-08-27,2020,8,27
121273,1203,Hotel K,Salvador (BH),1,263.41,263.41,2020-10-22,2020,10,22
121281,1203,Hotel K,Salvador (BH),3,263.41,790.23,2020-12-17,2020,12,17
121289,1203,Hotel AU,Recife (PE),4,312.83,1251.32,2021-02-11,2021,2,11
121290,1203,Hotel K,Salvador (BH),2,263.41,526.82,2021-02-18,2021,2,18
121293,1203,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-03-11,2021,3,11
121294,1203,Hotel K,Salvador (BH),2,263.41,526.82,2021-03-18,2021,3,18
121297,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-04-08,2021,4,8
121300,1203,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-04-29,2021,4,29
121303,1203,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-05-20,2021,5,20
121308,1203,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-06-24,2021,6,24
121309,1203,Hotel K,Salvador (BH),4,263.41,1053.64,2021-07-01,2021,7,1
121310,1203,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-07-08,2021,7,8
121311,1203,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-07-15,2021,7,15
121313,1203,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-07-29,2021,7,29
121315,1203,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-08-12,2021,8,12
121317,1203,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-08-26,2021,8,26
121325,1203,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-10-21,2021,10,21
121326,1203,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-10-28,2021,10,28
121330,1203,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-11-25,2021,11,25
121336,1203,Hotel K,Salvador (BH),3,263.41,790.23,2022-01-06,2022,1,6
121339,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-01-27,2022,1,27
121340,1203,Hotel AU,Recife (PE),1,312.83,312.83,2022-02-03,2022,2,3
121341,1203,Hotel K,Salvador (BH),2,263.41,526.82,2022-02-10,2022,2,10
121346,1203,Hotel K,Salvador (BH),2,263.41,526.82,2022-03-17,2022,3,17
121349,1203,Hotel BD,Natal (RN),1,242.88,242.88,2022-04-07,2022,4,7
121351,1203,Hotel BD,Natal (RN),2,242.88,485.76,2022-04-21,2022,4,21
121354,1203,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-05-12,2022,5,12
121355,1203,Hotel K,Salvador (BH),3,263.41,790.23,2022-05-19,2022,5,19
121359,1203,Hotel K,Salvador (BH),4,263.41,1053.64,2022-06-16,2022,6,16
121365,1203,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-07-28,2022,7,28
121367,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-08-11,2022,8,11
121369,1203,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-08-25,2022,8,25
121370,1203,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-09-01,2022,9,1
121372,1203,Hotel BD,Natal (RN),1,242.88,242.88,2022-09-15,2022,9,15
121380,1203,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-11-10,2022,11,10
121388,1203,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2023-01-05,2023,1,5
121391,1204,Hotel BD,Natal (RN),4,242.88,971.52,2019-10-03,2019,10,3
121394,1204,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-10-24,2019,10,24
121395,1204,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-10-31,2019,10,31
121402,1204,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-19,2019,12,19
121404,1204,Hotel BD,Natal (RN),3,242.88,728.64,2020-01-02,2020,1,2
121407,1204,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-01-23,2020,1,23
121408,1204,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-01-30,2020,1,30
121411,1204,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-02-20,2020,2,20
121422,1204,Hotel BD,Natal (RN),4,242.88,971.52,2020-05-07,2020,5,7
121424,1204,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-05-21,2020,5,21
121426,1204,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-06-04,2020,6,4
121431,1204,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-09,2020,7,9
121432,1204,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-07-16,2020,7,16
121438,1204,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-08-27,2020,8,27
121440,1204,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-09-10,2020,9,10
121441,1204,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-09-17,2020,9,17
121443,1204,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-01,2020,10,1
121447,1204,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-10-29,2020,10,29
121449,1204,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-11-12,2020,11,12
121451,1204,Hotel K,Salvador (BH),1,263.41,263.41,2020-11-26,2020,11,26
121452,1204,Hotel BD,Natal (RN),2,242.88,485.76,2020-12-03,2020,12,3
121455,1204,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-12-24,2020,12,24
121464,1204,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-02-25,2021,2,25
121468,1204,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-03-25,2021,3,25
121474,1204,Hotel BD,Natal (RN),2,242.88,485.76,2021-05-06,2021,5,6
121478,1204,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-06-03,2021,6,3
121481,1204,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-06-24,2021,6,24
121482,1204,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-07-01,2021,7,1
121483,1204,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-07-08,2021,7,8
121488,1204,Hotel AU,Recife (PE),2,312.83,625.66,2021-08-12,2021,8,12
121491,1204,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-09-02,2021,9,2
121492,1204,Hotel BD,Natal (RN),4,242.88,971.52,2021-09-09,2021,9,9
121493,1204,Hotel AU,Recife (PE),2,312.83,625.66,2021-09-16,2021,9,16
121494,1204,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-09-23,2021,9,23
121497,1204,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-10-14,2021,10,14
121498,1204,Hotel AU,Recife (PE),2,312.83,625.66,2021-10-21,2021,10,21
121502,1204,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-11-18,2021,11,18
121503,1204,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-11-25,2021,11,25
121506,1204,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-12-16,2021,12,16
121514,1204,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-02-10,2022,2,10
121519,1205,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-03,2019,10,3
121520,1205,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-10-10,2019,10,10
121524,1205,Hotel AU,Recife (PE),3,312.83,938.49,2019-11-07,2019,11,7
121525,1205,Hotel AU,Recife (PE),1,312.83,312.83,2019-11-14,2019,11,14
121530,1205,Hotel BD,Natal (RN),4,242.88,971.52,2019-12-19,2019,12,19
121531,1205,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-12-26,2019,12,26
121533,1205,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-01-09,2020,1,9
121538,1205,Hotel BD,Natal (RN),3,242.88,728.64,2020-02-13,2020,2,13
121539,1205,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-20,2020,2,20
121542,1205,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-03-12,2020,3,12
121543,1205,Hotel K,Salvador (BH),3,263.41,790.23,2020-03-19,2020,3,19
121553,1205,Hotel BD,Natal (RN),1,242.88,242.88,2020-05-28,2020,5,28
121562,1205,Hotel BD,Natal (RN),1,242.88,242.88,2020-07-30,2020,7,30
121571,1205,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-10-01,2020,10,1
121574,1205,Hotel K,Salvador (BH),4,263.41,1053.64,2020-10-22,2020,10,22
121578,1205,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-11-19,2020,11,19
121579,1205,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-11-26,2020,11,26
121583,1205,Hotel BD,Natal (RN),1,242.88,242.88,2020-12-24,2020,12,24
121586,1205,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-14,2021,1,14
121588,1205,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-01-28,2021,1,28
121591,1205,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-02-18,2021,2,18
121596,1205,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-03-25,2021,3,25
121597,1205,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-04-01,2021,4,1
121600,1205,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-04-22,2021,4,22
121601,1205,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-04-29,2021,4,29
121604,1205,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-05-20,2021,5,20
121606,1205,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-06-03,2021,6,3
121610,1205,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-07-01,2021,7,1
121614,1205,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-07-29,2021,7,29
121615,1205,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-08-05,2021,8,5
121617,1205,Hotel K,Salvador (BH),2,263.41,526.82,2021-08-19,2021,8,19
121619,1205,Hotel AU,Recife (PE),1,312.83,312.83,2021-09-02,2021,9,2
121621,1205,Hotel BD,Natal (RN),4,242.88,971.52,2021-09-16,2021,9,16
121623,1205,Hotel BD,Natal (RN),1,242.88,242.88,2021-09-30,2021,9,30
121625,1205,Hotel K,Salvador (BH),3,263.41,790.23,2021-10-14,2021,10,14
121630,1205,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-11-18,2021,11,18
121638,1205,Hotel K,Salvador (BH),1,263.41,263.41,2022-01-13,2022,1,13
121640,1205,Hotel K,Salvador (BH),4,263.41,1053.64,2022-01-27,2022,1,27
121641,1205,Hotel K,Salvador (BH),3,263.41,790.23,2022-02-03,2022,2,3
121642,1205,Hotel K,Salvador (BH),2,263.41,526.82,2022-02-10,2022,2,10
121647,1205,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-03-17,2022,3,17
121649,1205,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-03-31,2022,3,31
121650,1205,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-04-07,2022,4,7
121652,1205,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-04-21,2022,4,21
121653,1205,Hotel K,Salvador (BH),4,263.41,1053.64,2022-04-28,2022,4,28
121656,1205,Hotel BD,Natal (RN),4,242.88,971.52,2022-05-19,2022,5,19
121659,1205,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-06-09,2022,6,9
121661,1205,Hotel AU,Recife (PE),1,312.83,312.83,2022-06-23,2022,6,23
121671,1205,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-09-01,2022,9,1
121675,1205,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-09-29,2022,9,29
121679,1205,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-10-27,2022,10,27
121682,1205,Hotel K,Salvador (BH),4,263.41,1053.64,2022-11-17,2022,11,17
121690,1205,Hotel BD,Natal (RN),2,242.88,485.76,2023-01-12,2023,1,12
121693,1205,Hotel K,Salvador (BH),1,263.41,263.41,2023-02-02,2023,2,2
121706,1206,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-11-21,2019,11,21
121707,1206,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-11-28,2019,11,28
121713,1206,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-01-09,2020,1,9
121714,1206,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-16,2020,1,16
121720,1206,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-27,2020,2,27
121722,1206,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-12,2020,3,12
121729,1206,Hotel BD,Natal (RN),3,242.88,728.64,2020-04-30,2020,4,30
121733,1206,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-05-28,2020,5,28
121734,1206,Hotel K,Salvador (BH),2,263.41,526.82,2020-06-04,2020,6,4
121735,1206,Hotel K,Salvador (BH),1,263.41,263.41,2020-06-11,2020,6,11
121748,1206,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-09-10,2020,9,10
121753,1206,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-10-15,2020,10,15
121756,1206,Hotel K,Salvador (BH),4,263.41,1053.64,2020-11-05,2020,11,5
121761,1206,Hotel BD,Natal (RN),2,242.88,485.76,2020-12-10,2020,12,10
121764,1206,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-31,2020,12,31
121767,1206,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-01-21,2021,1,21
121774,1206,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-03-11,2021,3,11
121776,1206,Hotel AU,Recife (PE),3,312.83,938.49,2021-03-25,2021,3,25
121779,1206,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-04-15,2021,4,15
121783,1206,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-05-13,2021,5,13
121786,1206,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-06-03,2021,6,3
121811,1207,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-03-05,2020,3,5
121814,1207,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-03-26,2020,3,26
121815,1207,Hotel BD,Natal (RN),3,242.88,728.64,2020-04-02,2020,4,2
121817,1207,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-16,2020,4,16
121818,1207,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-04-23,2020,4,23
121820,1207,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-05-07,2020,5,7
121835,1208,Hotel AU,Recife (PE),4,312.83,1251.32,2020-01-02,2020,1,2
121836,1208,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-01-09,2020,1,9
121837,1208,Hotel AU,Recife (PE),2,312.83,625.66,2020-01-16,2020,1,16
121841,1208,Hotel AU,Recife (PE),2,312.83,625.66,2020-02-13,2020,2,13
